|intrinsics|ASM|XED_iform|ISA|CPUID|form|ret|op
960|_mm_ceil_ps|ROUNDPS|ROUNDPS_XMMps_XMMps_IMMb|SSE4.1|['SSE4.1']|xmm, xmm, imm8|__m128|__m128,
961|_mm_round_sd|ROUNDSD|ROUNDSD_XMMq_XMMq_IMMb|SSE4.1|['SSE4.1']|xmm, xmm, imm8|__m128d|__m128d,__m128d,int,
962|_mm_floor_sd|ROUNDSD|ROUNDSD_XMMq_XMMq_IMMb|SSE4.1|['SSE4.1']|xmm, xmm, imm8|__m128d|__m128d,__m128d,
963|_mm_ceil_sd|ROUNDSD|ROUNDSD_XMMq_XMMq_IMMb|SSE4.1|['SSE4.1']|xmm, xmm, imm8|__m128d|__m128d,__m128d,
964|_mm_round_ss|ROUNDSS|ROUNDSS_XMMd_XMMd_IMMb|SSE4.1|['SSE4.1']|xmm, xmm, imm8|__m128|__m128,__m128,int,
965|_mm_floor_ss|ROUNDSS|ROUNDSS_XMMd_XMMd_IMMb|SSE4.1|['SSE4.1']|xmm, xmm, imm8|__m128|__m128,__m128,
966|_mm_ceil_ss|ROUNDSS|ROUNDSS_XMMd_XMMd_IMMb|SSE4.1|['SSE4.1']|xmm, xmm, imm8|__m128|__m128,__m128,
967|_mm_minpos_epu16|PHMINPOSUW|PHMINPOSUW_XMMdq_XMMdq|SSE4.1|['SSE4.1']|xmm, xmm|__m128i|__m128i,
968|_mm_mpsadbw_epu8|MPSADBW|MPSADBW_XMMdq_XMMdq_IMMb|SSE4.1|['SSE4.1']|xmm, xmm, imm8|__m128i|__m128i,__m128i,const int,
969|_mm_stream_load_si128|MOVNTDQA|MOVNTDQA_XMMdq_MEMdq|SSE4.1|['SSE4.1']|xmm, m128|__m128i|__m128i *,
970|_mm_cmpistrm|PCMPISTRM|PCMPISTRM_XMMdq_XMMdq_IMMb|SSE4.2|['SSE4.2']|xmm, xmm, imm8|__m128i|__m128i,__m128i,const int,
971|_mm_cmpistri|PCMPISTRI|PCMPISTRI_XMMdq_XMMdq_IMMb|SSE4.2|['SSE4.2']|xmm, xmm, imm8|int|__m128i,__m128i,const int,
972|_mm_cmpistrz|PCMPISTRI|PCMPISTRI_XMMdq_XMMdq_IMMb|SSE4.2|['SSE4.2']|xmm, xmm, imm8|int|__m128i,__m128i,const int,
973|_mm_cmpistrc|PCMPISTRI|PCMPISTRI_XMMdq_XMMdq_IMMb|SSE4.2|['SSE4.2']|xmm, xmm, imm8|int|__m128i,__m128i,const int,
974|_mm_cmpistrs|PCMPISTRI|PCMPISTRI_XMMdq_XMMdq_IMMb|SSE4.2|['SSE4.2']|xmm, xmm, imm8|int|__m128i,__m128i,const int,
975|_mm_cmpistro|PCMPISTRI|PCMPISTRI_XMMdq_XMMdq_IMMb|SSE4.2|['SSE4.2']|xmm, xmm, imm8|int|__m128i,__m128i,const int,
976|_mm_cmpistra|PCMPISTRI|PCMPISTRI_XMMdq_XMMdq_IMMb|SSE4.2|['SSE4.2']|xmm, xmm, imm8|int|__m128i,__m128i,const int,
977|_mm_cmpestrm|PCMPESTRM|PCMPESTRM_XMMdq_XMMdq_IMMb|SSE4.2|['SSE4.2']|xmm, xmm, imm8|__m128i|__m128i,int,__m128i,int,const int,
978|_mm_cmpestri|PCMPESTRI|PCMPESTRI_XMMdq_XMMdq_IMMb|SSE4.2|['SSE4.2']|xmm, xmm, imm8|int|__m128i,int,__m128i,int,const int,
979|_mm_cmpestrz|PCMPESTRI|PCMPESTRI_XMMdq_XMMdq_IMMb|SSE4.2|['SSE4.2']|xmm, xmm, imm8|int|__m128i,int,__m128i,int,const int,
980|_mm_cmpestrc|PCMPESTRI|PCMPESTRI_XMMdq_XMMdq_IMMb|SSE4.2|['SSE4.2']|xmm, xmm, imm8|int|__m128i,int,__m128i,int,const int,
981|_mm_cmpestrs|PCMPESTRI|PCMPESTRI_XMMdq_XMMdq_IMMb|SSE4.2|['SSE4.2']|xmm, xmm, imm8|int|__m128i,int,__m128i,int,const int,
982|_mm_cmpestro|PCMPESTRI|PCMPESTRI_XMMdq_XMMdq_IMMb|SSE4.2|['SSE4.2']|xmm, xmm, imm8|int|__m128i,int,__m128i,int,const int,
983|_mm_cmpestra|PCMPESTRI|PCMPESTRI_XMMdq_XMMdq_IMMb|SSE4.2|['SSE4.2']|xmm, xmm, imm8|int|__m128i,int,__m128i,int,const int,
984|_mm_cmpgt_epi64|PCMPGTQ|PCMPGTQ_XMMdq_XMMdq|SSE4.2|['SSE4.2']|xmm, xmm|__m128i|__m128i,__m128i,
985|_mm_crc32_u8|CRC32|CRC32_GPRyy_GPR8b|SSE4.2|['SSE4.2']|r32, r8|unsigned int|unsigned int,unsigned char,
986|_mm_crc32_u16|CRC32|CRC32_GPRyy_GPRv|SSE4.2|['SSE4.2']|r32, r16|unsigned int|unsigned int,unsigned short,
987|_mm_crc32_u32|CRC32|CRC32_GPRyy_GPRv|SSE4.2|['SSE4.2']|r32, r32|unsigned int|unsigned int,unsigned int,
988|_mm_crc32_u64|CRC32|CRC32_GPRyy_GPRv|SSE4.2|['SSE4.2']|r64, r64|unsigned __int64|unsigned __int64,unsigned __int64,
989|_mm_abs_pi8|PABSB|PABSB_MMXq_MMXq|SSSE3|['SSSE3']|mm, mm|__m64|__m64,
990|_mm_abs_epi8|PABSB|PABSB_XMMdq_XMMdq|SSSE3|['SSSE3']|xmm, xmm|__m128i|__m128i,
991|_mm_abs_pi16|PABSW|PABSW_MMXq_MMXq|SSSE3|['SSSE3']|mm, mm|__m64|__m64,
992|_mm_abs_epi16|PABSW|PABSW_XMMdq_XMMdq|SSSE3|['SSSE3']|xmm, xmm|__m128i|__m128i,
993|_mm_abs_pi32|PABSD|PABSD_MMXq_MMXq|SSSE3|['SSSE3']|mm, mm|__m64|__m64,
994|_mm_abs_epi32|PABSD|PABSD_XMMdq_XMMdq|SSSE3|['SSSE3']|xmm, xmm|__m128i|__m128i,
995|_mm_shuffle_epi8|PSHUFB|PSHUFB_XMMdq_XMMdq|SSSE3|['SSSE3']|xmm, xmm|__m128i|__m128i,__m128i,
996|_mm_shuffle_pi8|PSHUFB|PSHUFB_MMXq_MMXq|SSSE3|['SSSE3']|mm, mm|__m64|__m64,__m64,
997|_mm_alignr_epi8|PALIGNR|PALIGNR_XMMdq_XMMdq_IMMb|SSSE3|['SSSE3']|xmm, xmm, imm8|__m128i|__m128i,__m128i,int,
998|_mm_alignr_pi8|PALIGNR|PALIGNR_MMXq_MMXq_IMMb|SSSE3|['SSSE3']|mm, mm, imm8|__m64|__m64,__m64,int,
999|_mm_hadd_epi16|PHADDW|PHADDW_XMMdq_XMMdq|SSSE3|['SSSE3']|xmm, xmm|__m128i|__m128i,__m128i,
1000|_mm_hadds_epi16|PHADDSW|PHADDSW_XMMdq_XMMdq|SSSE3|['SSSE3']|xmm, xmm|__m128i|__m128i,__m128i,
1001|_mm_hadd_epi32|PHADDD|PHADDD_XMMdq_XMMdq|SSSE3|['SSSE3']|xmm, xmm|__m128i|__m128i,__m128i,
1002|_mm_hadd_pi16|PHADDW|PHADDW_MMXq_MMXq|SSSE3|['SSSE3']|mm, mm|__m64|__m64,__m64,
1003|_mm_hadd_pi32|PHADDW|PHADDW_MMXq_MMXq|SSSE3|['SSSE3']|mm, mm|__m64|__m64,__m64,
1004|_mm_hadds_pi16|PHADDSW|PHADDSW_MMXq_MMXq|SSSE3|['SSSE3']|mm, mm|__m64|__m64,__m64,
1005|_mm_hsub_epi16|PHSUBW|PHSUBW_XMMdq_XMMdq|SSSE3|['SSSE3']|xmm, xmm|__m128i|__m128i,__m128i,
1006|_mm_hsubs_epi16|PHSUBSW|PHSUBSW_XMMdq_XMMdq|SSSE3|['SSSE3']|xmm, xmm|__m128i|__m128i,__m128i,
1007|_mm_hsub_epi32|PHSUBD|PHSUBD_XMMdq_XMMdq|SSSE3|['SSSE3']|xmm, xmm|__m128i|__m128i,__m128i,
1008|_mm_hsub_pi16|PHSUBW|PHSUBW_MMXq_MMXq|SSSE3|['SSSE3']|mm, mm|__m64|__m64,__m64,
1009|_mm_hsub_pi32|PHSUBD|PHSUBD_MMXq_MMXq|SSSE3|['SSSE3']|mm, mm|__m64|__m64,__m64,
1010|_mm_hsubs_pi16|PHSUBSW|PHSUBSW_MMXq_MMXq|SSSE3|['SSSE3']|mm, mm|__m64|__m64,__m64,
1011|_mm_maddubs_epi16|PMADDUBSW|PMADDUBSW_XMMdq_XMMdq|SSSE3|['SSSE3']|xmm, xmm|__m128i|__m128i,__m128i,
1012|_mm_maddubs_pi16|PMADDUBSW|PMADDUBSW_MMXq_MMXq|SSSE3|['SSSE3']|mm, mm|__m64|__m64,__m64,
1013|_mm_mulhrs_epi16|PMULHRSW|PMULHRSW_XMMdq_XMMdq|SSSE3|['SSSE3']|xmm, xmm|__m128i|__m128i,__m128i,
1014|_mm_mulhrs_pi16|PMULHRSW|PMULHRSW_MMXq_MMXq|SSSE3|['SSSE3']|mm, mm|__m64|__m64,__m64,
1015|_mm_sign_epi8|PSIGNB|PSIGNB_XMMdq_XMMdq|SSSE3|['SSSE3']|xmm, xmm|__m128i|__m128i,__m128i,
1016|_mm_sign_epi16|PSIGNW|PSIGNW_XMMdq_XMMdq|SSSE3|['SSSE3']|xmm, xmm|__m128i|__m128i,__m128i,
1017|_mm_sign_epi32|PSIGND|PSIGND_XMMdq_XMMdq|SSSE3|['SSSE3']|xmm, xmm|__m128i|__m128i,__m128i,
1018|_mm_sign_pi8|PSIGNB|PSIGNB_MMXq_MMXq|SSSE3|['SSSE3']|mm, mm|__m64|__m64,__m64,
1019|_mm_sign_pi16|PSIGNW|PSIGNW_MMXq_MMXq|SSSE3|['SSSE3']|mm, mm|__m64|__m64,__m64,
1020|_mm_sign_pi32|PSIGND|PSIGND_MMXq_MMXq|SSSE3|['SSSE3']|mm, mm|__m64|__m64,__m64,
